Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
04/30/2020,05/15/2020,05/12/2020,Screen Actors Guild-American Federation ofTelevision & Radio Artists (&ldquo;SAG-AFTRA&rdquo;),Los Angeles,Los Angeles County,49.0,Layoff Temporary
05/01/2020,05/01/2020,05/12/2020,First Student,Pasadena,Los Angeles County,133.0,Layoff Temporary
05/04/2020,05/11/2020,05/12/2020,Vista Metals Corp.,Fontana,San Bernardino County,55.0,Layoff Permanent
05/04/2020,04/27/2020,05/12/2020,Allison Bavarian dba BMW of Mountain View,Mountain View,Santa Clara County,39.0,Layoff Temporary
04/02/2020,03/16/2020,05/12/2020,Gus's BBQ Restaurant,Porter Ranch,Los Angeles County,108.0,Layoff Temporary
04/02/2020,03/16/2020,05/12/2020,Magnolia House Restaurant,Pasadena,Los Angeles County,32.0,Layoff Temporary
04/30/2020,03/16/2020,05/12/2020,Thanks Mate Inc.,Santa Monica,Los Angeles County,17.0,Layoff Permanent
05/05/2020,05/04/2020,05/12/2020,Sony Pictures Studios Inc.,Culver City,Los Angeles County,292.0,Layoff Temporary
05/01/2020,03/27/2020,05/12/2020,Paramount Pictures Corporation,Los Angeles,Los Angeles County,294.0,Layoff Temporary
05/01/2020,03/27/2020,05/12/2020,Paramount Pictures Corporation,Universal City,Los Angeles County,16.0,Layoff Temporary
05/01/2020,03/27/2020,05/12/2020,Paramount Pictures Corporations,Burbank,Los Angeles County,8.0,Layoff Temporary
05/06/2020,03/31/2020,05/12/2020,Tom's Restaurant,Lynwood,Los Angeles County,177.0,Closure Temporary
05/06/2020,03/31/2020,05/12/2020,Tom's Restaurant,Wilmington,Los Angeles County,11.0,Layoff Temporary
05/06/2020,05/07/2020,05/12/2020,"Hydro-Aire, Inc. DBA Crane Aerospace &Electronics",Burbank,Los Angeles County,10.0,Layoff Temporary
05/06/2020,05/07/2020,05/12/2020,"Hydro-Aire, Inc. DBA Crane Aerospace &Electronics",Burbank,Los Angeles County,77.0,Layoff Permanent
05/05/2020,07/07/2020,05/12/2020,"Verity Health System of California, Inc. dbaVerity Business Services",Lynwood,Los Angeles County,5.0,Layoff Permanent
03/20/2020,03/16/2020,05/12/2020,"SPROUT GCM, LLC DBA SARI SARI",Los Angeles,Los Angeles County,19.0,Layoff Temporary
03/20/2020,03/16/2020,05/12/2020,"JEB RIVERA, LLC DBA BROKEN SPANISH",Los Angeles,Los Angeles County,55.0,Layoff Temporary
05/01/2020,03/27/2020,05/12/2020,HearingLife Aide Center,Greenbrae,Marin County,1.0,Layoff Temporary
04/30/2020,05/09/2020,05/12/2020,"Patagonia Provisions, Inc.",Sausalito,Marin County,7.0,Layoff Temporary
05/05/2020,05/05/2020,05/12/2020,Padres L.P. dba San Diego Padres,San Diego,San Diego County,77.0,Layoff Temporary
05/01/2020,03/27/2020,05/12/2020,HearingLife Hearing Aide Center,Lodi,San Joaquin County,3.0,Layoff Temporary
04/28/2020,04/19/2020,05/12/2020,Jackson Family Wines,Glen Ellen,Sonoma County,58.0,Layoff Temporary
05/01/2020,03/27/2020,05/12/2020,HearingLife Hearing Aid Center,Sonoma,Sonoma County,2.0,Layoff Temporary
05/01/2020,03/27/2020,05/12/2020,AccuQuest Hearing Aid Center-A HearingLifeCompany,Westlake Village,Ventura County,2.0,Layoff Temporary
05/01/2020,05/04/2020,05/12/2020,"Adidas America, Inc.",Camarillo,Ventura County,71.0,Layoff Temporary
03/25/2020,03/25/2020,05/11/2020,PRL GLASS SYSTEMS,La Puente,Los Angeles County,39.0,Layoff Permanent
04/28/2020,04/28/2020,05/11/2020,"Ben Myerson Candy Co., Inc. DBA WineWarehouse",Los Angeles,Los Angeles County,5.0,Layoff Permanent
04/28/2020,04/28/2020,05/11/2020,"Ben Myerson Candy Co., Inc. DBA WineWarehouse",Los Angeles,Los Angeles County,120.0,Layoff Temporary
04/15/2020,04/03/2020,05/11/2020,"Technicolor Creative Services USA Inc., dbaTechnicolor",Los Angeles,Los Angeles County,115.0,Layoff Temporary
04/03/2020,03/22/2020,05/11/2020,PRODUCTION RESOURCE GROUP,Glendale,Los Angeles County,237.0,Layoff Temporary
04/03/2020,03/22/2020,05/11/2020,PRODUCTION RESOURCE GROUP,San Fernando,Los Angeles County,166.0,Layoff Temporary
03/31/2020,03/31/2020,05/11/2020,"Picture Head Holdings, LLC",Burbank,Los Angeles County,45.0,Layoff Temporary
03/31/2020,03/31/2020,05/11/2020,"Picture Head Holdings, LLC DBA FormosaGroup LLC",North Hollywood,Los Angeles County,1.0,Layoff Temporary
03/27/2020,03/24/2020,05/11/2020,La Playa Carmel Hotel,Carmel By The Sea,Monterey County,82.0,Layoff Temporary
04/07/2020,04/03/2020,05/11/2020,"EFE Ruby's Diner, LLC",Corona Del Mar,Orange County,30.0,Layoff Temporary
05/04/2020,05/01/2020,05/11/2020,Dover Precision Components,Cypress,Orange County,6.0,Layoff Temporary
05/01/2020,07/01/2020,05/11/2020,"agilon health of California, Inc.",Anaheim,Orange County,132.0,Layoff Permanent
05/01/2020,07/01/2020,05/11/2020,agilon health of California,Corona,Riverside County,181.0,Layoff Permanent
06/23/2020,05/01/2020,05/11/2020,Big 5,Riverside,Riverside County,31.0,Layoff Temporary
04/13/2020,04/08/2020,05/11/2020,"XPO Logistics Supply Chain, Inc. dba XPO",Redlands,San Bernardino County,148.0,Layoff Temporary
04/29/2020,04/03/2020,05/11/2020,"La Jolla Beach & Tennis Club Partners, L.P.",La Jolla,San Diego County,420.0,Layoff Temporary
03/31/2020,04/01/2020,05/11/2020,Bob Baker Auto Group Inc.,Carlsbad,San Diego County,141.0,Layoff Temporary
03/31/2020,03/31/2020,05/11/2020,ASM Global,Stockton,San Joaquin County,469.0,Layoff Temporary
03/25/2020,03/25/2020,05/11/2020,BRANDVIA,San Jose,Santa Clara County,58.0,Layoff Temporary
05/01/2020,03/12/2020,05/11/2020,Santa Cruz Seaside Company,Santa Cruz,Santa Cruz County,1097.0,Layoff Temporary
04/03/2020,04/05/2020,05/11/2020,"Ross Stores, Inc.",West Sacramento,Yolo County,51.0,Layoff Temporary
04/13/2020,03/27/2020,05/11/2020,Bon Appetit - Prospect Catering & KingswellCafe,Los Angeles,Los Angeles County,9.0,Layoff Temporary
04/23/2020,05/01/2020,05/11/2020,"Southern Glazer's Wine and Spirits, LLC",Cerritos,Los Angeles County,213.0,Layoff Temporary
04/23/2020,05/01/2020,05/11/2020,"Sourthern Glazers Wine and Spirits, LLC",Riverside,Riverside County,20.0,Layoff Temporary
04/23/2020,05/01/2020,05/11/2020,"Southern Glaziers Wine and Spirits, LLC",Rohnert Park,Sonoma County,11.0,Layoff Temporary
04/23/2020,05/01/2020,05/11/2020,"Southern Glazers Wine and Spirits, LLC",Oxnard,Ventura County,21.0,Layoff Temporary
04/29/2020,05/03/2020,05/11/2020,"Parsec, Inc.",Los Angeles,Los Angeles County,40.0,Layoff Temporary
05/01/2020,03/27/2020,05/11/2020,AccuQuest Hearing Aid Center-A HearingLifeComapny,Burbank,Los Angeles County,2.0,Layoff Temporary
05/01/2020,03/27/2020,05/11/2020,AccuQuest Hearing Aide Center - A HearingLife Company,Arcadia,Los Angeles County,2.0,Layoff Temporary
03/26/2020,03/18/2020,05/11/2020,Rosa Mexicano LA Live,Los Angeles,Los Angeles County,90.0,Layoff Permanent
04/24/2020,04/27/2020,05/11/2020,Howmet Aerospace,Fontana,San Bernardino County,10.0,Layoff Temporary
04/24/2020,04/10/2020,05/11/2020,Howmet Aerospace,Fontana,San Bernardino County,11.0,Layoff Permanent
05/01/2020,03/27/2020,05/11/2020,AccQuest Hearing Aid Center,Carlsbad,San Diego County,2.0,Layoff Temporary
04/30/2020,04/30/2020,05/11/2020,"Neutron Holdings, Inc. DBA Lime",Redwood City,San Mateo County,4.0,Layoff Permanent
05/01/2020,03/27/2020,05/11/2020,AccuQuest Hearing Aid Center-A Hearing LifeCompany,Campbell,Santa Clara County,2.0,Layoff Temporary
04/20/2020,03/18/2020,05/11/2020,Finish Line Macy's,Santa Rosa,Sonoma County,8.0,Closure Temporary
04/30/2020,06/30/2020,05/09/2020,Mechanics Bank,Hercules,Contra Costa County,110.0,Layoff Permanent
04/30/2020,05/13/2020,05/09/2020,Adventist Health Delano,Delano,Kern County,13.0,Layoff Temporary
04/28/2020,05/01/2020,05/09/2020,Live Nation Merchandise Division,Beverly Hills,Los Angeles County,16.0,Layoff Temporary
04/28/2020,03/19/2020,05/09/2020,"Carey Limousine L.A., Inc.",Culver City,Los Angeles County,87.0,Layoff Temporary
04/30/2020,03/17/2020,05/09/2020,"Legends Attractions, LLC at OUE Skyspace,Suite 1500",Los Angeles,Los Angeles County,104.0,Layoff Temporary
04/30/2020,03/26/2020,05/09/2020,Wheels Financial Group LLC,Van Nuys,Los Angeles County,56.0,Layoff Temporary
03/31/2020,03/31/2020,05/09/2020,"Picture Head Holdings, LLC",Los Angeles,Los Angeles County,56.0,Layoff Temporary
03/31/2020,03/31/2020,05/09/2020,NOARUS TGG DBA Toyota Place,Garden Grove,Orange County,22.0,Layoff Permanent
03/31/2020,03/31/2020,05/09/2020,"NOARUS TGG, DBA Toyota Place",Garden Grove,Orange County,63.0,Layoff Temporary
04/30/2020,05/11/2020,05/09/2020,"Adams Rite Aerospace, Inc.",Fullerton,Orange County,180.0,Layoff Temporary
04/30/2020,04/23/2020,05/09/2020,Regency Theatres,Moreno Valley,Riverside County,33.0,Layoff Temporary
04/30/2020,05/04/2020,05/09/2020,"McCrometer, Inc",Hemet,Riverside County,160.0,Layoff Temporary
05/01/2020,04/20/2020,05/09/2020,TriWest Healthcare Alliance,Rancho Cordova,Sacramento County,202.0,Layoff Temporary
04/29/2020,05/13/2020,05/09/2020,Sunroad Bcv Auto Inc (dba BMW of El Cajon),El Cajon,San Diego County,2.0,Layoff Permanent
04/29/2020,05/13/2020,05/09/2020,"Sunroad KM Chevrolet, LLC  dba Kearny MesaChevrolet",San Diego,San Diego County,6.0,Layoff Permanent
03/31/2020,03/31/2020,05/09/2020,Callaway Golf Company and Sales Company,Carlsbad,San Diego County,56.0,Layoff Temporary
03/31/2020,03/31/2020,05/09/2020,ASM Global,Stockton,San Joaquin County,469.0,Layoff Temporary
04/27/2020,03/16/2020,05/09/2020,Regal Cinemas,Fairfield,Solano County,52.0,Layoff Temporary
04/28/2020,04/03/2020,05/09/2020,"Radford Studio Center, Inc.",Studio City,Los Angeles County,46.0,Layoff Temporary
05/01/2020,03/30/2020,05/09/2020,Stonebrae Partners LLC,Hayward,Alameda County,43.0,Layoff Temporary
05/01/2020,03/27/2020,05/09/2020,ViacomCBS Inc.,Studio City,Los Angeles County,7.0,Layoff Temporary
04/20/2020,03/22/2020,05/09/2020,Tacocita Restaurant,Pasadena,Los Angeles County,14.0,Layoff Temporary
04/13/2020,03/17/2020,05/09/2020,"Gus's BBQ 2, Inc.",Claremont,Los Angeles County,63.0,Layoff Temporary
04/13/2020,04/02/2020,05/09/2020,"Gus's BBQ, Inc.",South Pasadena,Los Angeles County,68.0,Layoff Temporary
03/20/2020,03/20/2020,05/09/2020,"Maxfield Enterprises, Inc.",West Hollywood,Los Angeles County,29.0,Layoff Unknown at thistime
03/20/2020,03/20/2020,05/09/2020,"Maxfield Enterprises, Inc. DBA Chrome Hearts",Los Angeles,Los Angeles County,8.0,Layoff Temporary
04/03/2020,03/31/2020,05/09/2020,Osher Marin Jewish Community Center,San Rafael,Marin County,226.0,Layoff Temporary
04/30/2020,04/30/2020,05/09/2020,Mee Memorial Hospital,King City,Monterey County,55.0,Layoff Temporary
03/20/2020,03/31/2020,05/09/2020,YMCA Child Care,Aliso Viejo,Orange County,837.0,Closure Temporary
04/27/2020,04/20/2020,05/09/2020,Paradies Lagardere - Travel Retail- Taste Inc.,Sacramento,Sacramento County,14.0,Layoff Temporary
04/30/2020,07/03/2020,05/09/2020,Woodmack Products Inc,Rancho Cordova,Sacramento County,48.0,Layoff Permanent
04/27/2020,04/10/2020,05/09/2020,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,11.0,Layoff Permanent
04/27/2020,04/27/2020,05/09/2020,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,124.0,Layoff Temporary
03/31/2020,03/31/2020,05/09/2020,First Transit,San Diego,San Diego County,127.0,Layoff Temporary
05/01/2020,03/12/2020,05/09/2020,GSW Arena LLC-Chase Center,San Francisco,San Francisco County,1720.0,Layoff Temporary
05/01/2020,05/01/2020,05/09/2020,Spatz Labs,Oxnard,Ventura County,2.0,Layoff Temporary
04/29/2020,04/29/2020,05/08/2020,"Fresno Plumbing & Heating, Inc.",Fresno,Fresno County,70.0,Layoff Temporary
04/22/2020,05/05/2020,05/08/2020,Adventist Health Reedley,Reedley,Fresno County,45.0,Layoff Temporary
04/22/2020,05/05/2020,05/08/2020,Adventist Health Hanford,Hanford,Kings County,21.0,Layoff Temporary
03/26/2020,04/01/2020,05/08/2020,Fitness International,Long Beach,Los Angeles County,157.0,Layoff Temporary
04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe Los Angeles,Los Angeles,Los Angeles County,188.0,Layoff Temporary
04/24/2020,04/24/2020,05/08/2020,"Rainbow Angling Lake Village CommunityAssociation, Inc.",Azusa,Los Angeles County,5.0,Layoff Temporary
04/29/2020,03/16/2020,05/08/2020,Toluca Lake Tennis and Fitness Club,Los Angeles,Los Angeles County,76.0,Layoff Temporary
04/29/2020,04/29/2020,05/08/2020,"Fresno Plumbing & Heating, Inc. dba CoastalPlumbing",Salinas,Monterey County,22.0,Layoff Temporary
04/29/2020,06/28/2020,05/08/2020,DRiV Inc.,Moreno Valley,Riverside County,44.0,Closure Permanent
04/29/2020,05/04/2020,05/08/2020,"C.R. England, Inc.",Colton,San Bernardino County,97.0,Layoff Temporary
04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe San Diego,San Diego,San Diego County,6.0,Layoff Temporary
04/10/2020,03/18/2020,05/08/2020,"Hornblower Yachts, LLC - San Diego",San Diego,San Diego County,143.0,Layoff Temporary
04/09/2020,03/17/2020,05/08/2020,Oxford Hotels & Resort LLC - San FranciscoCA,San Francisco,San Francisco County,87.0,Layoff Temporary
04/10/2020,03/12/2020,05/08/2020,"Hornblower Yachts, LLC - San Fransisco",San Francisco,San Francisco County,15.0,Layoff Temporary
04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe San Francisco,San Francisco,San Francisco County,133.0,Layoff Temporary
04/30/2020,06/29/2020,05/08/2020,Corning Research and DevelopmentCorporation,Santa Barbara,Santa Barbara County,51.0,Layoff Permanent
04/22/2020,03/31/2020,05/08/2020,"Harrel Hospitality Group, California, Inc dbaSanta Ynez Valley Marriott",Buellton,Santa Barbara County,75.0,Layoff Permanent
04/14/2020,04/14/2020,05/08/2020,View Inc,Milpitas,Santa Clara County,72.0,Layoff Temporary
04/14/2020,04/14/2020,05/08/2020,"View, Inc.",Milpitas,Santa Clara County,72.0,Layoff Permanent
04/30/2020,04/30/2020,05/08/2020,Marcus & Millichap,Palo Alto,Santa Clara County,7.0,Layoff Temporary
04/14/2020,06/08/2020,05/08/2020,Adventist Health + Rideout,Yuba City,Sutter County,1.0,Layoff Permanent
04/22/2020,05/05/2020,05/08/2020,Adventist Health Tulare,Tulare,Tulare County,2.0,Layoff Temporary
03/26/2020,04/01/2020,05/08/2020,Fitness International LLC,Newbury Park,Ventura County,116.0,Layoff Temporary
04/22/2020,05/06/2020,05/08/2020,Young's Market Company,Tustin,Orange County,37.0,Layoff Temporary
04/30/2020,06/30/2020,05/08/2020,"Child, Family & Community Services Inc.",Newark,Alameda County,135.0,Closure Permanent
04/17/2020,04/10/2020,05/08/2020,Redfin Corporation,San Francisco,San Francisco County,107.0,Layoff Temporary
03/23/2020,03/25/2020,05/05/2020,El Monte RV,Santa Fe Springs,Los Angeles County,34.0,Closure Permanent
04/23/2020,04/26/2020,05/05/2020,Weber Metals Inc. an OTTO FUCHS Company,Paramount,Los Angeles County,181.0,Layoff Unknown at thistime
04/23/2020,04/22/2020,05/05/2020,JetStream Ground Services Inc.,Los Angeles,Los Angeles County,176.0,Layoff Permanent
04/28/2020,05/04/2020,05/05/2020,Precision Dynamics Corporation,Valencia,Los Angeles County,112.0,Layoff Temporary
04/28/2020,04/30/2020,05/05/2020,"Sodexo Inc., dba United Clubs Los AngelesInternational Airport",Los Angeles,Los Angeles County,67.0,Layoff Permanent
04/28/2020,03/20/2020,05/05/2020,"P.T. Automotive, LLC dba Penske Toyota ofDowney",Downey,Los Angeles County,113.0,Layoff Temporary
04/28/2020,03/25/2020,05/05/2020,"UAG Cerritos I, LLC dba Penske Chevrolet ofCerritos",Cerritos,Los Angeles County,51.0,Layoff Temporary
04/28/2020,03/27/2020,05/05/2020,Paramount Pictures Corporation,Los Angeles,Los Angeles County,320.0,Layoff Temporary
04/22/2020,03/27/2020,05/05/2020,Raincross Hospitality Corporation,Riverside,Riverside County,85.0,Closure Temporary
04/27/2020,04/13/2020,05/05/2020,CEP America-California,Sacramento,Sacramento County,62.0,Layoff Temporary
04/23/2020,06/22/2020,05/05/2020,"LERETA, LLC",Rancho Cucamonga,San Bernardino County,62.0,Layoff Permanent
04/28/2020,03/20/2020,05/05/2020,"Ontario Automotive, LLC d/b/a Penske HondaOntario",Ontario,San Bernardino County,93.0,Layoff Temporary
04/28/2020,03/20/2020,05/05/2020,"PHCV, LLC dba Penske Honda Chula Vista",Chula Vista,San Diego County,69.0,Layoff Temporary
04/28/2020,03/26/2020,05/05/2020,"P.F. Automotive, LLC dba Penske Ford",La Mesa,San Diego County,179.0,Layoff Temporary
04/23/2020,04/23/2020,05/05/2020,"Altman Specialty Plants, LLC - FallbrookFacility",Fallbrook,San Diego County,46.0,Layoff Permanent
04/28/2020,03/19/2020,05/05/2020,"Carey Dispatch Services, Inc.",South San Francisco,San Mateo County,14.0,Layoff Temporary
04/28/2020,03/19/2020,05/05/2020,"Carey Limousine S.F., Inc",South San Francisco,San Mateo County,81.0,Layoff Temporary
04/06/2020,03/20/2020,05/05/2020,MacArthur Park Corporation dba MacArthurPark Restaurant,Palo Alto,Santa Clara County,40.0,Layoff Temporary
04/02/2020,04/02/2020,05/05/2020,La Mesa RV,West Sacramento,Yolo County,29.0,Layoff Temporary
04/28/2020,04/30/2020,05/05/2020,"Sodexo, Inc. dba United/Polaris Club SanFrancisco International Airport",San Francisco,San Francisco County,298.0,Layoff Permanent
04/29/2020,04/30/2020,05/05/2020,Global Spectrum dba Santa Clara ConventionCenter,Santa Clara,Santa Clara County,12.0,Layoff Temporary
04/16/2020,04/16/2020,05/05/2020,Diablo Country Club,Diablo,Contra Costa County,92.0,Layoff Temporary
04/20/2020,04/12/2020,05/05/2020,J D Sports,Glendale,Los Angeles County,20.0,Layoff Temporary
04/20/2020,04/12/2020,05/05/2020,Finish Line Inc,Oxnard,Ventura County,11.0,Layoff Temporary
04/17/2020,03/25/2020,05/04/2020,Acura of Fremont,Fremont,Alameda County,37.0,Layoff Permanent
04/28/2020,06/29/2020,05/04/2020,Public Health Institute (CANCELLED)**,Oakland,Alameda County,84.0,Layoff Temporary
04/23/2020,03/20/2020,05/04/2020,AMC Century City 15,Los Angeles,Los Angeles County,46.0,Closure Temporary
04/23/2020,03/20/2020,05/04/2020,AMC Citywalk Stadium 19,Universal City,Los Angeles County,67.0,Closure Temporary
04/23/2020,05/05/2020,05/04/2020,Adventist Health Glendale,Glendale,Los Angeles County,22.0,Layoff Temporary
03/31/2020,03/31/2020,05/04/2020,Airport Marina Honda,Los Angeles,Los Angeles County,47.0,Layoff Temporary
03/31/2020,03/31/2020,05/04/2020,"Westside Investments, Inc. DBA Marina del reyToyota",Marina Del Rey,Los Angeles County,45.0,Layoff Temporary
04/22/2020,04/20/2020,05/04/2020,Redwood Trust Inc,Mill Valley,Marin County,64.0,Layoff Permanent
04/23/2020,03/20/2020,05/04/2020,AMC Fullerton 20,Fullerton,Orange County,124.0,Closure Temporary
04/22/2020,04/30/2020,05/04/2020,"Safran Cabin Galleys US, Inc",Huntington Beach,Orange County,130.0,Layoff Permanent
04/22/2020,03/16/2020,05/04/2020,"Autism Spectrum Interventions, Inc",Fullerton,Orange County,226.0,Layoff Temporary
04/27/2020,04/13/2020,05/04/2020,Learning Solutions Inc.,Sacramento,Sacramento County,81.0,Layoff Permanent
04/27/2020,04/24/2020,05/04/2020,"Ajinomoto Foods North America, Inc.",San Diego,San Diego County,342.0,Closure Temporary
04/23/2020,03/20/2020,05/04/2020,AMC Palm Promenade 24,San Diego,San Diego County,55.0,Closure Temporary
04/08/2020,03/20/2020,05/04/2020,California Retina Associates,Chula Vista,San Diego County,36.0,Layoff Temporary
04/28/2020,05/05/2020,05/04/2020,TripAdvisor LLC,San Francisco,San Francisco County,40.0,Layoff Permanent
04/28/2020,05/01/2020,05/04/2020,"OpenTable, Inc.",San Francisco,San Francisco County,30.0,Layoff Permanent
03/26/2020,03/16/2020,05/04/2020,Rosa Mexicano,San Francisco,San Francisco County,76.0,Closure Temporary
04/28/2020,05/30/2020,05/04/2020,Snow Factory Sacramento,Stockton,San Joaquin County,4.0,Closure Permanent
03/26/2020,04/01/2020,05/04/2020,"Fitness International, LLC",San Jose,Santa Clara County,170.0,Layoff Temporary
04/15/2020,06/05/2020,05/04/2020,NortonLifeLock Inc.,Mountain View,Santa Clara County,15.0,Layoff Permanent
04/23/2020,03/20/2020,05/04/2020,AMC Mercado 20,Santa Clara,Santa Clara County,32.0,Closure Temporary
04/28/2020,04/28/2020,05/04/2020,"FireEye, Inc.",Milpitas,Santa Clara County,44.0,Layoff Permanent
04/27/2020,04/27/2020,05/04/2020,Automation Anywhere,San Jose,Santa Clara County,72.0,Layoff Permanent
04/02/2020,03/17/2020,05/04/2020,Goodwill Central Coast,Capitola,Santa Cruz County,145.0,Layoff Temporary
04/28/2020,04/25/2020,05/04/2020,Marmalade Caf&eacute; LLC,Westlake Village,Ventura County,45.0,Layoff Temporary
04/22/2020,04/28/2020,05/04/2020,Driven Performance Brands Inc,West Sacramento,Yolo County,103.0,Layoff Permanent
